bestand,url,titel,regel,soort,ernst,citaat,context,ouderdom,uitleg,voorstel
0253_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-bahrein.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-bahrein,Nederlandse pasfoto's laten maken in Bahrein | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0259_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-benin.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-benin,Nederlandse pasfoto's laten maken in Benin | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0281_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-cuba.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-cuba,Nederlandse pasfoto's laten maken in Cuba | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0291_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-equatoriaal-guinea.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-equatoriaal-guinea,Nederlandse pasfoto's laten maken in Equatoriaal-Guinea | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0302_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-gabon.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-gabon,Nederlandse pasfoto's laten maken in Gabon | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0304_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-georgie.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-georgie,Nederlandse pasfoto's laten maken in Georgië | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0322_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-indonesie.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-indonesie,Nederlandse pasfoto's laten maken in Indonesië | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0328_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-jamaica.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-jamaica,Nederlandse pasfoto's laten maken op Jamaica | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0334_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-kameroen.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-kameroen,Nederlandse pasfoto's laten maken in Kameroen | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0339_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-koeweit.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-koeweit,Nederlandse pasfoto's laten maken in Koeweit | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0353_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-malawi.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-malawi,Nederlandse pasfoto's laten maken in Malawi | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0354_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-maldiven.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-maldiven,Nederlandse pasfoto's laten maken op de Maldiven | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0379_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-nigeria.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-nigeria,Nederlandse pasfoto's laten maken in Nigeria | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0387_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-oost-timor.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-oost-timor,Nederlandse pasfoto's laten maken in Oost-Timor | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0422_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-sri-lanka.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-sri-lanka,Nederlandse pasfoto's laten maken in Sri Lanka | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0427_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-taiwan.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-taiwan,Nederlandse pasfoto's laten maken in Taiwan | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0450_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-zambia.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-zambia,Nederlandse pasfoto's laten maken in Zambia | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0451_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-zimbabwe.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-zimbabwe,Nederlandse pasfoto’s laten maken in Zimbabwe | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0454_paspoort-id-kaart_nederlandse-pasfotos-laten-maken_pasfoto-zuid-sudan.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/nederlandse-pasfotos-laten-maken/pasfoto-zuid-sudan,Nederlandse pasfoto's laten maken in Zuid-Sudan | NederlandWereldwijd,,doodlopende-verwijzing,hoog,geen informatie over ...,U kunt wel de informatie van een omringend land bekijken over fotografen die bekend zijn met de Nederlandse eisen.,,De pagina verwijst door naar 'een omringend land' zonder te zeggen welk land. De klant weet niet waar hij verder moet zoeken.,"Noem de landen waar wél informatie over is, zoals op de pagina over Afghanistan gebeurt."
0685_paspoort-id-kaart_waar-aanvragen.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/waar-aanvragen,Waar kan ik een Nederlands paspoort of ID-kaart aanvragen als ik in het buitenland woon? | NederlandWereldwijd,,tijdelijk-zonder-datum,midden,tijdelijk,U kunt daar tijdelijk een paspoort of ID-kaart aanvragen.,,Tijdelijke mededeling zonder datum: niet te zien hoe lang dit er al staat of wanneer het afloopt.,"Zet erbij sinds wanneer dit geldt, of tot wanneer."
0686_paspoort-id-kaart_waar-aanvragen-canada.txt,https://www.nederlandwereldwijd.nl/paspoort-id-kaart/waar-aanvragen-canada,Paspoort of ID-kaart aanvragen als u in Canada woont | NederlandWereldwijd,,verloopt-binnenkort,advies,23 september 2026,Op 22 september in de middag en de hele dag op 23 september 2026.,8,Deze datum is over 8 dagen voorbij; daarna klopt de tekst niet meer.,Zet een herinnering om dit na die datum bij te werken.
